Pedidos e respostas,Órgão,Ano,Assunto,Decisão,Veredito
"Prezados, Em relação à homologação do Concurso Público 02/2016: que tratamento será dado às vagas reservadas aos negros tendo em vista o quantitativo fixado em Edital ser inferior a 3 (três)? A dúvida surge ao considerar que, para o cargo ao qual prestei concurso – ADMINISTRADOR –, haver somente 2 (vagas) o que, por tal quantitativo, não pressupõe reserva imediata aos negros. É oportuno destacar que, no ato da homologação, em atenção ao Decreto Lei 6944/2009, pelo menos 9 (nove) candidatos terão que ser efetivamente homologados por serem considerados como aprovados segundo o mesmo Decreto. Em tese, tal número de homologados (superior a três), já abriria espaço à reserva de 20% (garantida pela Lei 12.990/2014), reservando-se, assim, dois homologados em lista específica aos negros – mantendo-os, neste caso, no cadastro de reserva. A contestação é preventiva, pois, semelhante a outros órgãos do governo federal, no ato da homologação, o número de candidatos considerados aprovados excede ao do fixados no Edital (embora o quantitativo de vagas fixadas inicialmente no Edital não tenha reserva imediata por ser inferior a três), conforme, a seguir transcrito: Vaga inicial/nº total de homologados/Lista Geral/NEGROS 20%/Total: 1 / 5 / 1 / 5 2 / 9 / 2 / 9 A exemplo, temos o Edital nº 07/2015-IFRN, que previa uma vaga geral para o cargo de Tecnólogo em Gestão Pública inicialmente e que (embora não houvesse reserva imediata para candidatos Negros ou Portadores de Necessidades Especiais), no momento da homologação do concurso – e para se respeitar o que versa o Decreto 6.944/2009 –, teve que observar os quantitativos de 20% dos homologados aos Negros. (Editais em anexo) Dessa forma, aguardo posicionamento da banca sobre qual raciocínio será tomado nessa situação.;06/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2687135;Educação Superior; ; ;25/07/2016;A convocação para os cargos disponíveis e para aqueles que surgirão dentro da vigência do concurso obedecerá rigorosamente o que estabelece a Lei. Paulo de Melo Bastos Secretário de Recursos Humanos da UFCG.;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Prezados, Fui aprovado no último concurso público - realizado para a AMAZUL - para o cargo de Engenheiro Químico (Código 322). Eu havia, inicialmente, ficado na 8ª colocação para a categoria de Ampla Concorrência (AC), mas, com a desistência do respectivo 2º colocado, conforme informado por e-sic anterior, passei a configurar na 7ª colocação AC na ordem de convocações. Logo, como foram disponibilizadas 10 vagas para o meu cargo (segundo Edital Normativo Nº 03/2014), tem-se a seguinte condição: - 7 vagas AC, - 2 vagas para pessoas negras (20 %, conforme item VI do Edital), - 1 vaga para pessoas com deficiência (5 %, conforme item V do Edital). Assim, me encontro dentro do nº de vagas inicialmente previsto. Contudo, no site da AMAZUL, no link Concursos , no documento constando em Perguntas Frequentes no link Concursos e Contratações , há um equívoco no item III do respectivo arquivo, como descrito a seguir. Há a seguinte Pergunta/Resposta: Como funciona o sistema de cotas para a convocação dos candidatos aprovados no concurso? A regra geral é a seguinte: Em 5 (cinco) vagas disponibilizadas, sempre serão 3 (três) vagas para ampla concorrência (1ª, 2ª e 4ª), 1 (uma) vaga para cotas de pardos e negros (3ª) e 1 (uma) para portadores de deficiências (5ª). E assim por diante. O problema está justamente na frase ...E assim por diante . Acontece que, segundo os respectivos Edital e legislação pertinente, a resposta dada está correta para um cargo de 5 vagas, mas não pode ser tomada como padrão repetitivo. Para um cargo de 10 vagas como o meu, a vaga para portadores de deficiências não pode ser dobrada, já que isto equivaleria a 20 %, o que não é válido. Assim, e segundo Tabelas Orientadoras de Convocação de outras empresas estatais, teria-se mais 4 vagas AC (6ª, 7ª, 9ª e 10ª) e 1 vaga para cotas de pessoas negras (8ª). Portanto, solicito: 1. A confirmação do exposto acima, 2. A confirmação de que a 7ª posição me põe dentro do nº de vagas iniciais. Grato. ;06/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2630356;Proteção e Benefícios ao Trabalhador; ; ;24/06/2016;Prezado Nádson Agradecemos o encaminhamento de sua mensagem. Em atenção aos seus questionamentos, informamos: 1) Confirmamos sua interpretação. Ela está correta. 2) Conformamos sua interpretação. Há uma imprecisão na informação no site, que será corrigida. A repetição do padrão só se dá a partir da 21ª vaga, comforme tabela lhe enviamos anexada. Atenciosamente, Área responsável pela resposta: Coordenadoria Geral de Gestão de Pessoas e Consultoria Jurídica Autoridade a ser direcionado eventual recurso de 1ª instância : Coordenadoria Geral de Gestão de Pessoas Prazo: 10 dias Atenciosamente.;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Prezados, Fui aprovado no último concurso público - realizado para a AMAZUL - para o cargo de Engenheiro Químico (Código 322). Eu havia, inicialmente, ficado na 8ª colocação para a categoria de Ampla Concorrência (AC), mas, com a desistência do respectivo 2º colocado, conforme informado por e-sic anterior, passei a configurar na 7ª colocação AC na ordem de convocações. Logo, como foram disponibilizadas 10 vagas para o meu cargo (segundo Edital Normativo Nº 03/2014), tem-se a seguinte condição: - 7 vagas AC, - 2 vagas para pessoas negras (20 %, conforme item VI do Edital), - 1 vaga para pessoas com deficiência (5 %, conforme item V do Edital). Assim, me encontro dentro do nº de vagas inicialmente previsto. Contudo, no site da AMAZUL, no link Concursos , no documento constando em Perguntas Frequentes no link Concursos e Contratações , há um equívoco no item III do respectivo arquivo, como descrito a seguir. Há a seguinte Pergunta/Resposta: Como funciona o sistema de cotas para a convocação dos candidatos aprovados no concurso? A regra geral é a seguinte: Em 5 (cinco) vagas disponibilizadas, sempre serão 3 (três) vagas para ampla concorrência (1ª, 2ª e 4ª), 1 (uma) vaga para cotas de pardos e negros (3ª) e 1 (uma) para portadores de deficiências (5ª). E assim por diante. O problema está justamente na frase ...E assim por diante . Acontece que, segundo os respectivos Edital e legislação pertinente, a resposta dada está correta para um cargo de 5 vagas, mas não pode ser tomada como padrão repetitivo. Para um cargo de 10 vagas como o meu, a vaga para portadores de deficiências não pode ser dobrada, já que isto equivaleria a 20 %, o que não é válido. Assim, e segundo Tabelas Orientadoras de Convocação de outras empresas estatais, teria-se mais 4 vagas AC (6ª, 7ª, 9ª e 10ª) e 1 vaga para cotas de pessoas negras (8ª). Portanto, solicito: 1. A confirmação do exposto acima, 2. A confirmação de que a 7ª posição me põe dentro do nº de vagas iniciais. Grato. ;06/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2630356;Outros em Trabalho; ; ;24/06/2016;Prezado Nádson Agradecemos o encaminhamento de sua mensagem. Em atenção aos seus questionamentos, informamos: 1) Confirmamos sua interpretação. Ela está correta. 2) Conformamos sua interpretação. Há uma imprecisão na informação no site, que será corrigida. A repetição do padrão só se dá a partir da 21ª vaga, comforme tabela lhe enviamos anexada. Atenciosamente, Área responsável pela resposta: Coordenadoria Geral de Gestão de Pessoas e Consultoria Jurídica Autoridade a ser direcionado eventual recurso de 1ª instância : Coordenadoria Geral de Gestão de Pessoas Prazo: 10 dias Atenciosamente.;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Boa tarde!!! Gostaria de saber quando que é e a próxima convocação do concurso de juiz de fora para técnico de enfermagem para cota( negros) e brancos... pois fiquei classificado tanto para cotas( negros) e para brancos... ou seja passei nos dois... fiquei para cotas ( negros) na colocação de 111 pois foram 300 vagas e para brancos na colocação de 792 e foram 800 vagas e tbm se todos q passaram dentro das vagas vao ser chamados esse anos. Desde já agradeço!!!;21/07/2016;Sim;Sim;Pelo sistema (com avisos por email);Internet;2687330;Outros em Saúde; ; ;21/07/2016; As próximas convocações ocorrerão conforme demandas da Filial HU-UFJF, devidamente autorizadas pela Sede da EBSERH, obedecendo aos critérios previstos quanto a urgências e essencialidades dos cargos a serem convocados.Orientações da DIVGP. ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Solicito o quantitativo total de cargos vagos e ocupados de ASSISTENTE EM ADMINISTRAÇÃO, nível D atualizado;11/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2685020;Educação Superior; ; ;19/07/2016;Resposta da Secretaria de Planejamento: Temos 337 cargos ocupados e 40 ofertados para o concurso já realizado. Dos 40, foram ofertados 24 vagas para ampla concorrência, 8 para PcD e 8 para negros. att. Thiago Oliveira Assistente na Ouvidoria;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Prezada Diretoria de Gestão de Pessoas. Venho cordialmente verificar se existe um código de vaga ou a previsão e/ou planejamento para a criação de tal código para o cargo de Enfermeiro, tendo em vista que o Campus Avançado de Bonfim e o Campus Amajari ainda não possuem esse profissional no seu quadro de funcionários. Outra dúvida se refere ao caso da Enfermeira Natalia Bueno Lima, primeira colocada no concurso e lotada no Campus Boa Vista Zona Lesta, que se encontra em licença maternidade.Será gerado um novo código de vaga, para que outro Enfermeiro desempenhe suas funções, enquanto Natalia usufrui sua licença? Tais dúvidas com relação a criação do terceiro codigo de vaga para Enfermeiro existem, pelo fato de as duas primeiras candidatas aprovadas dentro das vagas terem sido nomeadas e em virtude do item 6.2.3.1 Os candidatos negros, respeitada a respectiva classificação específica, serão chamados para ocupar a 3ª (TERCEIRA), a 8ª (oitava), a 13ª (décima terceira), a 18ª (décima oitava) vaga e, assim, sucessivamente, em intervalos de cinco vagas que ocorrerem, de modo a se respeitar o percentual definido no subitem 6.2.1. serei o próximo a ser nomeado ou aproveitado. Desde já agradeço a atenção. Otimo trabalho a todos. Rafael Régis;11/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2652284;Conduta Docente; ; ;05/07/2016;Olá, Informamos que no momento não há previsão de abertura de novas vagas para o cargo de Enfermeiro. Quanto à situação da servidora Natália Bueno, a licença maternidade não gera novo código de vaga, uma vez que não existe a possibilidade de contratação de TAE Substituto. Att. -- Jorgehanny Barroso Tocantins Diretora de Gestão de Pessoas Instituto Federal de Educação, Ciência e Tecnologia de Roraima - IFRR Rua Fernão Dias Paes Leme, 11, Calungá - Boa Vista - RR www.ifrr.edu.br (95)3623-2356;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Solicito a quantidade de códigos de vaga disponíveis, neste momento, para contratação do cargo de Assistente em Administração (nível D).;18/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2508733;Educação Superior; ; ;19/07/2016;Resposta da Secretaria de Planejamento: Temos 337 cargos ocupados e 40 ofertados para o concurso já realizado. Dos 40, foram ofertados 24 vagas para ampla concorrência, 8 para PcD e 8 para negros. ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"PEÇO AJUDA FINANCEIRA PARA PUBLICAR UM LIVRO SOBRE MINHA VIDA , SOU NEGRO POBRE COM POUCO ESTUDO, MAIS COM MUITA FORÇA DE VONTADE E FÉ EM DEUS, COM UM GRANDE SONHO DE SER JOGADOR DE FUTEBOL, DE INFANCIA SOFRIDA DESACREDITADO POR TODOS, LUTEI E CONSEQUI SER UM JOGADOR APESAR DE NAO TER A FAMA QUE SONHEI MAIS O SONHO FOI REALIZAD VIAGEI POR TODO O BRASIL E OUTROS PAISIS GOSTARIA DA AJUDA DE VCS PARA CONTAR MINHA HISTORIA. COM FÉ EM DEUS EU CREIO QUE ME AJUDARAM ;19/07/2016;Não;Sim;Pelo sistema (com avisos por email);Internet;2690434;Outros em Cultura; ; ;18/07/2016;Prezado (a) Sr. (a), Encaminhamos, em anexo, resposta elaborada pela Chefia de Gabinete da Secretaria de Fomento e Incentivo à Cultura – SEFIC. Anexo: pedimos que verifique os arquivos anexados a esta mensagem. O Serviço de Informações ao Cidadão do Ministério da Cultura agradece o seu contato e coloca-se à disposição para outras informações. Atenciosamente, Ouvidoria - Ouv/GM/MinC Coordenação de Acesso à Informação - Ministério da Cultura Esplanada dos Ministérios, Bloco B, 3º Andar Telefone: +55 (0XX61) 2024-2032 CEP: 70068-900 - Brasília/DF www.cultura.gov.br Importante: no caso de indeferimento de acesso a informação, poderá ser interposto recurso através do sistema no prazo de 10 (dez) dias, conforme disposto no parágrafo único do art. 15 da Lei nº 12.527/2011. Tal recurso será avaliado pela autoridade hierarquicamente superior a autoridade que produziu a resposta ora em apreço, qual seja: Área responsável pela resposta: Gabinete da Secretaria de Fomento e Incentivo à Cultura – SEFIC. Autoridade a ser direcionado eventual recurso de 1ª instância: Secretário de Fomento e Incentivo à Cultura Prazo para interposição de recurso de 1ª instância: 10 dias ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Prezados, Solicito, por gentileza, as seguintes informações referentes a instituição 1- O número de campi, 2- Quantos campi ofertam cursos Técnicos de nível médio integrado, 3- Qual a forma de seleção? Prova, sorteio ou outro (especificar) 4- Existe reserva de vagas? Qual o modelo adotado no processo seletivo? ;20/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2619896;Outros em Educação; ; ;04/10/2016;1) São 10 campi na estrutura do CEFET-MG, 2) Todos, 3) Processo Seletivo, 4) Na inscrição do processo seletivo os candidatos marcam a opção: negro, pardo, amarela, branco, outra forma de seleção é se o candidato cursou até o 9º ano em escola pública. ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"A integra do pedido se encontra no arquivo Word anexo. Restou uma pequena dúvida no entendimento que reside nos seguintes trechos da resposta anterior: Observando exatamente o caso dos Administradores, observamos que foram nomeados 37 administradores, sendo 8 pelas cotas da Lei n. 12.990/2014, publicada no DOU de 10/06/2014, 2 PCDs de acordo com o Decreto n. 3.298/1999, publicado no DOU de 21/12/1999, que regulamenta a Lei n. 7.853/1989, publicada no DOU de 25/10/1989, e conforme previsto no decreto n. 7.232/2010, publicado no DOU de 20/7/2010 e 27 pela ampla concorrência. Aplicando o percentual de 5%, ao número total de nomeados, obtemos o índice 1,85. O tópico 5.1 do edital afirma que: 5.1.1 Caso a aplicação do percentual de que trata o subitem 5.1 deste edital resulte em número fracionado, este deverá ser elevado até o primeiro número inteiro subsequente, desde que não ultrapasse 20% das vagas oferecidas por cargo/área, nos termos do § 2º do artigo 5º da Lei no- 8.112/ 1990. Como 1,85 é um número fracionado e o número inteiro subsequente é 2, o total de PCDs nomeado por essa instituição está em conformidade com a legislação. Observa-se, também, que equivale a aproximadamente 5,4%, o que não ultrapassa 20% - seguindo a norma do edital. (texto copiado da resposta do pedido nº 23480010947201644). A inteligibilidade desta interpretação levaria a acreditar que o 41º candidato nomeado seria um PNE para o cargo de Administrador. Este é o entendimento correto? Há algum outro detalhe. 41 se aplicando 5% é igual a 2,05 e o próximo número inteiro é um 3. 20% de 41 seria 8,2, logo nesta posição seria o PNE (seguindo o mesmo raciocínio da resposta fornecida pedido de n° 23480010947201644). Foi este mesmo entendimento realizado na distribuição inicial das vagas? Como esta o entendimento da FUB com relação ao art. 4º da lei nº 12.990/2014: Quantos cargos de Administrador estão vagos hoje? Este pedido de informação se refere, então, a três questionamentos qual a posição qu;25/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2459382;Conduta Docente; ; ;15/07/2016;Prezado solicitante, Informamos que o próximo candidato PCD a ser nomeado será o 41º. A Universidade realiza as nomeações seguindo a proporção e alternância, sendo que do total de nomeados devemos sempre ter 20% de negros, 5% de PCDs e o restante da ampla concorrência. Existem, hoje, na Universidade de Brasília, de acordo com relatório emitido pelo SIPES, em 15/07/2016, às 15:47:42, quatro vagas disponíveis do cargo de Administrador. Assina a resposta: Lizie Câmara Moita de Andrade - Decanato de Gestão de Pessoas (DGP/UnB) Atenciosamente, Serviço de Informação ao Cidadão - SIC/UnB Campus Universitário Darcy Ribeiro Prédio da Biblioteca Central, 2º pavimento, sala A1 - 09/41 CEP.: 70910 900 Brasília DF Brasil Fone/Fax: +55 61 3107 2710;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Solicito uma declaração de Autodeclarado negro, pois estou concorrendo uma vaga em um concurso com reserva de vagas para negro, mais pra poder apresentar-me tenho que estar em mão uma declaração emitido pela entidade.;25/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2691431;Direitos Humanos; ; ;22/07/2016;Prezado Domingos, Informamos que no dia 04/07/2016, enviamos para o seu e-mail d_rego08@hotmail.com, os esclarecimentos abaixo. Estamos encerrando este atendimento e caso necessite de outros dados, gentileza fazer uma nova solicitação com um novo número. Atenciosamente, Equipe de Atendimento ------------------------------------------------------------------ Prezado Domingos, Recebemos sua solicitação através do Sistema Eletrônico do Serviço de Informação ao Cidadão, referente às informações sobre sua pessoa que constam em questionário respondido ao IBGE. Para dar andamento à verificação da solicitação, é necessário que o(a) Sr(a). nos informe , os dados de localização do domicílio em que foi respondido o questionário do Censo Demográfico 2010 (endereço completo, CEP, CPF, Identidade) e nome da pessoa do domicílio que forneceu as respostas. Nome completo: Número de Documento de Identidade : Número do CPF (opcional): Endereço atual completo (informando, se for o caso, se é o mesmo onde foi realizada a entrevista do Censo Demográfico): Endereço do domicílio onde foi realizada a entrevista do Censo Demográfico, caso seja diferente do atual: Se o Sr(a). foi a pessoa que forneceu as respostas ao questionário, cabe esclarecer que o tempo médio de recuperação das informações solicitadas é de 30 (trinta) dias, tendo em vista que esse procedimento não é automático. Outro ponto é que grande parte das solicitações que o IBGE vem recebendo são referentes a declaração de cor, na tentativa de atendimento à legislação que faz menção à reserva de vagas em concursos e universidades. Entretanto, cabe registrar que a Lei nº 5.534, de 14 de novembro de 1968, em seu Artigo 1º, é explícita quando estabelece que as informações prestadas ao IBGE terão caráter sigiloso, serão usadas exclusivamente para fins estatísticos e não poderão ser objeto de certidão nem servirão de prova em processo administrativo, fiscal ou judicial. Caso sua solicitação seja referente à obtenção de informação prestada no quesito cor , para fazer frente a essa questão, o IBGE já informou às autoridades que o procedimento a ser adotado é o que consta no arquivo em anexo. Ficamos no aguardo das informações solicitadas, se for o caso, para darmos continuidade ao atendimento. Atenciosamente, Equipe de Atendimento;Acesso Concedido;Informações enviadas por e-mail",,,,,1
"Sra. Reitora. Tenho uma filha, YOLY SOUZA RAMOS, INSCRIÇÃO 631016172, Que se submeteu e passou em primeiro lugar como deficiente,para engenheira de segurança do trabalho, no concurso publico dessa instituição e não saiu a relação dos aprovados com deficiencia e negros. Peço que V. Sa., informe qual o motivo que não saiu e se a UFPB ou a empresa IDECAN, vai publicar. Desde já agradeço a atenção. Francisco de Assis Dias Ramos ;27/07/2016;Não;Não;Pelo sistema (com avisos por email);Internet;1569121;Conduta Docente; ; ;15/07/2016;Prezado, boa tarde. Primeiramente esclarecemos que os procedimtnos relativos a operecionalização do certame são de competência da organizadora, no caso, o IDECAN, conforme contrato estabelecido entre a UFPB e o referido instituito. Desse modo, oriento que o interessado entre em contato primeiramente co m a empresa organizadora (IDECAN), uma vez que os esclarecimentos solicitados são relativos aos procedimentos operacionais do IDECAN. Em caso de não obter esclarecimento por parte da organizadora, aí sugerimos que o interessado entre em contato pelo e-mail deivysson@progep.ufpb.br Atenciosamente, Deivysson Harlem Coord. De Proc. e Gestão de Pessoas ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Prezados, Entro em contato com a DDP a fim de obter informações sobre o andamento da convocação de candidatos aprovados no concurso edital nº 70/2015. Estou classificada em 2º lugar no campus Primavera do Leste para o cargo de professor Português/Espanhol, vaga de negros/pardos. Qual a minha posição na lista geral de convocação e na lista para vagas afrodescendente?Qual é o próximo candidato a ser convocado? Atenciosamente, Millene Barros. ;01/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2608726;Conduta Docente; ; ;29/07/2016;Prezada senhora, A Assessoria da Gestão de Pessoas informou que a senhora é a 3ª na lista geral e 2ª na lista de negros/pardos. No momento não temos previsão de vagas para portugues/espanhol. Informamos ainda que de acordo com o Art. 21 do Decreto Nº 7.724 de 2012, em caso de negativa de acesso à informação ou do não fornecimento das razões da negativa pela instituição, o requerente poderá entrar com recurso em até 10 dias, após o conhecimento desta resposta. Tal recurso será apreciado pela Diretora de Gestão de Pessoas do IFMT que terá um prazo de até 5 (cinco) dias para se manifestar. Obrigada pelo contato SIC - IFMT ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Sr. Ministro, o convenio nº 777189, tem com finalidade a Implantação o Núcleo de Formação de agentes Cultural da Juventude Negra de Aracaju. Neste sentido e com fundamento da Lei nº 12.527/2011 e do Dereto nº 7.724/2012, é que solicito informar: a) O local onde foi Implantado o Núcleo. b) Relação dos (5) cursos, realizados com jovens negros e negras de 15 a 29 anos.c) Relação nominal dos Professores (a), que ministraram na modalidade presencial, com carga horaria de 200 hora/aula os cursos de Formação Profissional. d) Relação nominal e numérica dos 200 (duzentos), jovens negros e negras de 15 a 29 anos, que frequentaram o curso. e) Valor pago à cada Professor (a), durante a realização do curso. e) Tema de cada curso e o respectivo Professor (a). ;01/08/2016;Não;Sim;Pelo sistema (com avisos por email);Internet;116907;Outros em Cultura; ; ;15/07/2016;Prezado Senhor, Em atenção a solicitação formulada por meio do Sistema Eletrônico do Serviço de Informação ao Cidadão e-SIC, segue em anexo a informação prestada pelo Departamento de Fomento e Promoção da Cultura Afro-Brasileira da Fundação Cultural Palmares - MinC.;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Solicito informações fartamente detalhadas e explicadas sobre quais são e como são aferidos os quesitos cor ou raça utilizados pela Fundação Instituto Brasileiro de Geografia e Estatística (IBGE) para caracterização da raça parda ou negra. Conforme recorte de edital de concurso abaixo transcrito, desejo ser informado de quais são os critérios do IBGE pelos quais se embasa um órgão público que seleciona quais de seus candidatos inscritos são pretos ou pardos. Solicito detalhamento pormenorizado desses quesitos mencionados um a um sobretudo quanto aos critérios da hipótese do não enquadramento nos requisitos expostos pelo IBGE para ser negro ou pardo implicar em envio de denúncia do candidato inscrito nas reservas de vagas para pessoas nessa condição à Polícia Federal. 5.4 O candidato não concorrerá na condição de pessoa negra (preta ou parda) quando: a) desistir de concorrer na condição de pessoa negra abstendo-se de cumprir os procedimentos estabelecidos no subitem 5.2 deste edital, b) for constatado, por unanimidade entre os integrantes da banca, que o candidato não atende aos quesitos cor ou raça utilizados pela Fundação Instituto Brasileiro de Geografia e Estatística (IBGE). 5.7 Na hipótese de a banca constatar falsidade na declaração feita pelo candidato, sera enviada a documentação à Polícia Federal para apuração da existência ou não de crime, nos termos da legislação penal vigente. 5.8 O não enquadramento do candidato na condição de pessoa negra não se configura em ato discriminatório de qualquer natureza, representando, tão somente, que o candidato não se enquadrou nos quesitos cor ou raça utilizados pela Fundação Instituto Brasileiro de Geografia e Estatística (IBGE), que definem a raça negra.;02/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2288712;Direitos Humanos; ; ;18/07/2016;Prezado Lucas, A investigação de Cor ou raça realizada pelo IBGE em suas pesquisas e censos demográficos segue os conceitos apresentados a seguir: Cor ou raça Investigou-se a cor ou raça declarada pela pessoa, com as seguintes opções de resposta: • Branca - para a pessoa que se declarou branca, • Preta - para a pessoa que se declarou preta, • Amarela - para a pessoa que se declarou de cor amarela (de origem oriental: japonesa, chinesa, coreana etc.), • Parda - para a pessoa que se declarou parda, ou • Indígena - para a pessoa que se declarou indígena ou índia. Esta classificação se aplicou tanto aos indígenas que vivem em terras indígenas como aos que vivem fora delas. Para a investigação da cor da população, o IBGE utiliza como único critério de determinação a autodeclaração. Cabe esclarecer, ainda, que todas as pesquisas do IBGE que investigam a cor da população utilizam a mesma classificação do Censo Demográfico e o levantamento também é feito através da autodeclaração. Nos Concursos Públicos Edital nº 01/2015 e 02/2015 o IBGE previa, inicialmente, apenas a possibilidade de instauração de uma Comissão Verificadora das autodeclarações dos candidatos pretos ou pardos, conforme determinação da Lei Federal nº 12.990, de 9 de junho de 2014. Entretanto, o Supremo Tribunal Federal decidiu, na Arguição de Descumprimento de Preceito Fundamental (ADPF) nº 186, que a reserva de vagas para pessoas pretas e pardas, como política afirmativa que é, necessita de fiscalização ativa para que alcance sua real finalidade. É dizer, para que um candidato seja considerado apto para a concorrer à reserva de vagas em comento, não basta sua autodeclaração, devendo haver uma comissão específica que analisará as autodeclarações prestadas tendo em conta o fenótipo de cada candidato, e não a sua ascendência. Em conclusão, esclarecemos que o trecho transcrito pelo senhor não corresponde a nenhum dos Editais publicados por esta Fundação, tendo em vista que não há previsão, neles, de que seja enviada denúncia à Polícia Federal caso seja constatada declaração falsa por parte do candidato. Nesse sentido, o IBGE segue a redação da Lei Federal nº 12.990, que diz: Na hipótese de constatação de declaração falsa, o candidato será eliminado do concurso e, se houver sido nomeado, ficará sujeito à anulação da sua admissão ao serviço ou emprego público, após procedimento administrativo em que lhe sejam assegurados o contraditório e a ampla defesa, sem prejuízo de outras sanções cabíveis . Atenciosamente, Equipe de Atendimento;Acesso Concedido;Informações enviadas por e-mail",,,,,1
"Gostaria de requerer a informação a respeito do número de alunos matriculados na UFOP que preenchem a reserva de vagas presente na Lei nº 12.990, ou seja, o número de alunos cotistas. -O número total de alunos matriculados na UFOP - O número de alunos cotistas que se auto declararam negros - O número de alunos cotistas que se auto declararam pardos - O número de alunos cotistas que se auto declararam indígenas Desde já agradeço.;18/08/2016;Sim;Não;Pelo sistema (com avisos por email);Internet;2694771;Educação Superior; ; ;18/08/2016;Prezada Vera Campos, Conforme e-mail, enviado em 05 de agosto de 2016, estamos reproduzindo a mensagem abaixo: A lei 12990/2014 citada trata de vagas oferecidas nos concursos públicos para provimento de cargos efetivos e empregos públicos no âmbito da administração pública federal, das autarquias, das fundações públicas, das empresas públicas e das sociedades de economia mista controladas pela União. Existe a Lei de Cotas no Ensino Superior, vide link abaixo, verifique se o seu pedido está relacionado a Lei nº 12.711/2012. http://portal.mec.gov.br/cotas/perguntas-frequentes.html Att. SIC/UFOP;Acesso Concedido;Informações enviadas por e-mail",,,,,1
"Olá, gostaria de saber a quantidade de vagas em aberto para o cargo de Analista de Tecnologia da Informação no Instituto Federal de São Paulo (IFSP). Por favor, gostaria que essa quantidade fosse informada de acordo com a distinção de vagas para Pessoas da Ampla Concorrencia, Pessoas Negras e Pessoas Portadoras de Necessidade Especial. Desde já agradeço as informações. Jefferson Moreira.;08/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2694879;Outros em Educação; ; ;27/07/2016;Prezado Sr. Jeferson, segue abaixo resposta para sua manifestação. Atenciosamente, SIC/IFSP ------------------- Prezado(a) candidato(a), O item 2.1 do Edital n° 864/2015 dispõe sobre o total de vagas para provimento imediato de cada cargo e também o quantitativo de vagas separado por ampla concorrência, candidatos com deficiência e candidatos negros. O total de vagas para o cargo Analista de Tecnologia da Informação está disposto no quadro em anexo. Atenciosamente, COMISSÃO CONCURSO PÚBLICO - Edital n° 864/2015. Portaria IFSP nº 4645, de 11 de dezembro de 2015. Instituto Federal de Educação, Ciência e Tecnologia de São Paulo www.ifsp.edu.br ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
